idx,rot_sign,SMILES,point_group,is_point_group_chiral,point_group_noH,is_point_group_noH_chiral
080089,-1,CC(NC(=O)c1ccc([N+](=O)[O-])cc1)[C@H](O)c1ccccc1,C1,True,C1,True
080090,-1,CC1=CC[C@H](C)C(C)(C)[C@@H]1/C=C/C(C)=NNC(=O)Nc1ccccc1,C1,True,C1,True
080091,-1,CC(C)[C@@H]1CC=C(C=NNc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])CC1,C1,True,C1,True
080092,-1,CCOc1ccc(C=C(C)[C@H](C)Cc2ccc(OCC)c(OC)c2)cc1OC,C1,True,C1,True
080093,-1,CC1(C)[C@H]2CCC(=NNc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])[C@@H]1C2,C1,True,C1,True
080094,-1,COc1cc(OC)c(C[C@H](O)Cc2ccc(OC)c(OC)c2)c(OC)c1,C1,True,C1,True
080095,-1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)c1ccccc1C(=O)O[C@@H]1C[C@H](C)CC[C@H]1C(C)C,C1,True,C1,True
080096,-1,CC(C)[C@@H]1CC[C@H](C)C[C@@H]1OC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,C1,True,C1,True
080097,-1,O=C(OC1[C@H](OC(=O)c2ccccc2)CCC[C@H]1OC(=O)c1ccccc1)c1ccccc1,C1,True,C1,True
080098,-1,COC(=O)C[C@@H](CC(=O)N(C(=O)Nc1ccc(N(C)C)cc1)c1ccc(N(C)C)cc1)OC(C)=O,C1,True,C1,True
080099,-1,Cc1c(O)c(-c2c(C)c3c(c(C)c2O)C[C@@H]([C@H](C)C(=O)O)CC3)c(C)c2c1C[C@@H]([C@H](C)C(=O)O)CC2,C1,True,C1,True
080100,-1,Cc1c(O)c(-c2c(C)c3c(c(C)c2O)C[C@@H]([C@@H](C)C(=O)O)CC3)c(C)c2c1C[C@@H]([C@@H](C)C(=O)O)CC2,C1,True,C1,True
080101,-1,CC(=O)OC[C@@H]1C(C)=CC(/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)[C@@H]1COC(C)=O,C1,True,C1,True
080102,-1,C=CC[C@@H]1CCCC(=O)N1,C1,True,C1,True
080103,-1,O=[S@]1CCC[S@](=O)C1,C1,True,C1,True
080104,-1,O=S1(=O)C[C@@H]2CCCN21,C1,True,C1,True
080105,-1,C[C@H](O[Si](C)(C)C)C(=O)O[Si](C)(C)C,C1,True,C1,True
080106,-1,C[C@@H](c1ccccc1)N1C(=O)CCCC1=O,C1,True,C1,True
080107,-1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O[S@@](=O)c1ccccc1,C1,True,C1,True
080108,-1,CN(C)C(=O)C(C)(C)NC(=O)[C@@H](O)Cc1ccccc1,C1,True,C1,True
080109,-1,COC(=O)C1=C[C@@H](O)[C@H]2OC(=O)[C@H](C)O[C@@H]2C1,C1,True,C1,True
080110,-1,CC1=CCC[C@@H]2[C@@](C)(CC/C(C)=C/C(=O)O)[C@H](C)C(=O)C[C@@]12C,C1,True,C1,True
080111,-1,CO[C@@]12CCC(=O)[C@@H]3Oc4cccc5c4[C@@]31CCN(C)[C@@H]2C5,C1,True,C1,True
080112,-1,CCN1CCC[C@H]1CNC(=O)c1c(OC)c(Cl)cc(OC)c1OC,C1,True,C1,True
080113,-1,CCCc1cc(OC)c(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1OC,C1,True,C1,True
080114,-1,CCO[C@@]12CCC(=O)C[C@@]13CCN(C)[C@@H]2Cc1cccc(O)c13,C1,True,C1,True
080115,-1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)c1ccc2ccccc2c1-c1cccc2ccccc12,C1,True,C1,True
080120,-1,C#CC[C@@H](O)C(C)C,C1,True,C1,True
080121,-1,C[C@@]12CC[C@@H](O)C=C1CCC[C@H]2O,C1,True,C1,True
080122,-1,C[C@@H]1CC[C@H]2C(C)(C)C(=O)[C@H]3CC[C@@]12C3,C1,True,C1,True
080123,-1,O[C@@H]1c2ccccc2CCC[C@@H]1O,C1,True,C1,True
080124,-1,CC1(C)CCC[C@@]2(C)O[C@H](c3ccoc3)C[C@H]12,C1,True,C1,True
080125,-1,Cc1ccc(SC2=CC[C@]2(C)c2ccccc2)cc1,C1,True,C1,True
080126,-1,Cc1ccc([S@](=O)[C@@H](C)c2ccccn2)cc1,C1,True,C1,True
080127,-1,O=C1C[C@H]2O[C@@H]1[C@@H](OCc1ccccc1)[C@@H]2O,C1,True,C1,True
080128,-1,C=CC[C@@]1(Sc2ccc(C)cc2)CCCCC1=O,C1,True,C1,True
080129,-1,C=C1C[C@@H]1CC(=O)N[C@@H](CO)c1ccccc1,C1,True,C1,True
080130,-1,CO[C@@]12CCC(=O)[C@@H]3Oc4cccc5c4[C@@]31CCN[C@@H]2C5,C1,True,C1,True
080131,-1,CCN1CCC[C@H]1CNC(=O)c1c(O)c(Br)cc(N)c1OC,C1,True,C1,True
080132,-1,C=CCN1CCC[C@H]1CNC(=O)c1c(O)c(Br)cc(OC)c1OC,C1,True,C1,True
080133,-1,CS(=O)(=O)N1CCC[C@@H]2CN3CCc4cc5c(cc4[C@@H]3C[C@@H]21)OCO5,C1,True,C1,True
080134,-1,CC(C)(C)OC(=O)N1C[C@H](CO)c2c1cc(OCc1ccccc1)c1ccccc21,C1,True,C1,True
080135,-1,O=C(N[C@H]1CN([C@@H](C(=O)O)c2ccc(O)cc2)C1=O)C(=NO)c1ccc(O)cc1,C1,True,C1,True
080136,-1,CCCCCCCCCC[C@H](F)CO,C1,True,C1,True
080137,-1,C#CCC[C@@H]1C(=C)CCCC1(C)C,C1,True,C1,True
080138,-1,O[C@H]1C[C@H]2CC=C[C@H]2C1,C1,True,C1,True
080139,-1,C/C1=C\CC/C(CO)=C\[C@@H]2[C@@H](CC1)C2(C)C,C1,True,C1,True
080140,-1,CC1(C)[C@@H]2/C=C(/C=O)CC[C@H]3O[C@]3(C)CC[C@H]21,C1,True,C1,True
080141,-1,CCOC(=O)/C=C/[C@@H](CC)CO[Si](C)(C)C(C)(C)C,C1,True,C1,True
080142,-1,CCN(CC)S(=O)(=O)C[C@]12CC[C@H](C[C@H]1O)C2(C)C,C1,True,C1,True
080143,-1,CC(C)=CC(=O)C[C@@H](C)[C@H]1CC[C@@]2(C)C(=O)C=C(C)CC[C@H]12,C1,True,C1,True
080144,-1,CC(C)(C)O[C@H]1CC[C@H]2[C@@H]3CCC(=O)[C@](C)(C=O)[C@H]3CC[C@]12C,C1,True,C1,True
080145,-1,CN1[C@H]2Cc3c(n(C)c4ccccc34)[C@@H]1CC=C2C=O,C1,True,C1,True
080147,-1,COC(=O)c1c(CCCCCCC[C@@H](C)O)cc(OC)cc1OC,C1,True,C1,True
080148,-1,COc1cc(C[C@H]2C(=O)OC[C@@H]2Cc2ccc3c(c2)OCO3)cc2c1OCO2,C1,True,C1,True
080149,-1,CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1CCOCc1ccccc1,C1,True,C1,True
080150,-1,COc1ccc2c3c1O[C@]1(C)[C@]34CCN(C)[C@H](C2)[C@]42C=C[C@@]1(OC)[C@@H](C(C)(C)O)C2,C1,True,C1,True
080151,-1,COc1ccc2c3c1O[C@]1(C)[C@]34CCN(C)[C@H](C2)[C@]42C=C[C@@]1(OC)[C@@H](C(C)=O)C2,C1,True,C1,True
080155,-1,CCCCC[C@@H](O)CC[C@H](O)CCCC,C1,True,C1,True
080156,-1,C=CCCC[C@@H](O)CCCCCCCCCCC,C1,True,C1,True
080157,-1,C#CCN[C@H](C)Cc1ccc(F)cc1,C1,True,C1,True
080158,-1,C=C1CC[C@@H]2C(C)(C)CCC[C@@]2(C)[C@@H]1CCO,C1,True,C1,True
080159,-1,C=C1CC[C@@H]2C(C)(C)CCC[C@@]2(C)[C@@H]1CC#N,C1,True,C1,True
080160,-1,C#CCN(C)[C@H](C)Cc1ccc(F)cc1,C1,True,C1,True
080161,-1,CCc1cc2c(c3[nH]ccc13)[C@H](C)C[C@H]2C,C1,True,C1,True
080162,-1,CC1(C)CC2(C[C@@]3(C)O[C@@]13C=O)OCCO2,C1,True,C1,True
080163,-1,COCCOCO[C@@H](CC=O)[C@@H](C)O[Si](C)(C)C(C)(C)C,C1,True,C1,True
080164,-1,OC(c1ccccc1)(c1ccccc1)[C@@H]1CCCCN1,C1,True,C1,True
080165,-1,COc1cc2c(c(OC)c1)C(=O)O[C@@H](C)CCCCCCC2,C1,True,C1,True
080166,-1,COc1cc(CCCCCCC[C@@H](C)O)c(C(=O)O)c(OC)c1,C1,True,C1,True
080167,-1,O=C(O)C[C@H](Cc1ccc2c(c1)OCO2)C(=O)O,C1,True,C1,True
080168,-1,COC(=O)[C@@H](O)[C@H](N=[N+]=[N-])c1ccccc1,C1,True,C1,True
080169,-1,COc1cc2c3c(c1)-c1c(ccc(OC)c1OC)C[C@H]3N(C)CC2,C1,True,C1,True
080170,-1,C[C@@H]1C(=O)c2ccc3c(c2[C@](O)(c2ccc4c(c2)OCO4)[C@H]1C)OCO3,C1,True,C1,True
080188,-1,CC[C@@H](C)[Hg][C@H](C)CC,C1,True,C1,True
080189,-1,CC1CCC[C@@H]2[C@H]3C[C@@H](CN12)[C@@H]1CCCCN1C3,C1,True,C1,True
080191,-1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)[C@H]([Hg][Br])c1ccccc1,C1,True,C1,True
080196,-1,CN[C@@H](C)[C@@H](c1ccccc1)P(c1ccccc1)c1ccccc1,C1,True,C1,True
080198,-1,C[C@H](Br)C[C@@H](C)Br,C1,True,C1,True
080199,-1,CC(C)[C@@H]1CCC(=O)[C@H](C)C1,C1,True,C1,True
080200,-1,NC(=O)NC[C@@H](N)C(=O)O,C1,True,C1,True
080201,-1,CC(=O)N[C@@H](C(=O)O)[C@@H](C)C(C)C,C1,True,C1,True
080202,-1,C=C1C2CC[C@H]3[C@]4(C)CCC[C@@](C)(C(=O)O)[C@H]4CC[C@]3(C2)[C@@H]1O,C1,True,C1,True
080203,-1,CN1CCc2cc3c(cc2[C@@H]1C1OC(=O)c2c1ccc1c2OCO1)OCO3,C1,True,C1,True
080204,-1,CCCCCC[C@H](F)C(=O)O,C1,True,C1,True
080205,-1,CC1=CC[C@@H]([C@@H](C)CO)CC1,C1,True,C1,True
080206,-1,C[C@@H]1CC[C@@H]2[C@@H]1C1[C@@H](CC[C@]2(C)O)C1(C)C,C1,True,C1,True
080207,-1,CC1=C[C@H]2OC[C@@H](C)[C@H]2CC1,C1,True,C1,True
080208,-1,O=C1C=C[C@H]2OC[C@@H]1O2,C1,True,C1,True
080209,-1,CCOC(=O)[C@H](C)OC1CCCCO1,C1,True,C1,True
080210,-1,Cc1ccc([C@@H](O)C#C[Si](C)(C)C)cc1,C1,True,C1,True
080211,-1,CC(=O)OC[C@H](OC(C)=O)C(=O)O,C1,True,C1,True
080212,-1,COCOC[C@@H]1CC[C@H](CCO)N1C(=O)OCc1ccccc1,C1,True,C1,True
080213,-1,CC1(C)C=Cc2cc3c(cc2O1)O[C@H]1c2ccc(O)cc2OC[C@@]31O,C1,True,C1,True
080214,-1,COc1cc2c3c(c4cc(OC)c(OC)cc4c2cc1OC)C(=O)N1CCC[C@@H]1C3,C1,True,C1,True
080215,-1,CC[C@]1(C[C@@H]2CN3CCc4c([nH]c5ccccc45)[C@@]3(C(=O)OC)C2)COC2(CCCCC2)O1,C1,True,C1,True
080220,-1,CCCC[C@@H]1C[C@H]1O,C1,True,C1,True
080221,-1,CC[C@@H](C)CCCCC[C@H](C)O,C1,True,C1,True
080222,-1,C[C@@H](O)C(=O)C(C)(C)C,C1,True,C1,True
080223,-1,C[C@@H]1C[C@H]2[C@@H](C[C@H]1CO)C2(C)C,C1,True,C1,True
080224,-1,COC(=O)[C@H](C)CSC(C)=O,C1,True,C1,True
080225,-1,CCCCC[C@H](O)/C=C/C1CCCC1,C1,True,C1,True
080226,-1,O=C1CC[C@H]2[C@H](CO)CCN12,C1,True,C1,True
080227,-1,C=CC[C@@](C)(CO)OCc1ccccc1,C1,True,C1,True
080228,-1,CC1(C)O[C@@H](COCc2ccccc2)[C@@H](CO)O1,C1,True,C1,True
080229,-1,CC[C@@H](O)CCS(=O)(=O)c1ccc(C)cc1,C1,True,C1,True
080230,-1,CC[C@@]1(c2ccncc2)CCC(=O)NC1=O,C1,True,C1,True
080231,-1,O=C(N[C@H](CO)CC1CCCCC1)c1ccccc1,C1,True,C1,True
080232,-1,CC1(C)C2CC[C@]1(CS(=O)(=O)Cl)C(=O)C2,C1,True,C1,True
080233,-1,O=C[C@@]12CO[C@@H](OCc3ccccc3)[C@@H]1[C@H]1C=C[C@@H]2C1,C1,True,C1,True
080234,-1,CCCCCC[C@H](OC(=O)c1ccc(O)cc1)C(F)(F)F,C1,True,C1,True
080235,-1,COc1cc2c(c(OC)c1)-c1c3c(cc4c1[C@@H](C2)N(C)CC4)OCO3,C1,True,C1,True
080236,-1,CC[C@H]1CN2CCc3c([nH]c4cc(OC)c(OC)cc34)[C@@H]2C[C@@H]1CCO,C1,True,C1,True
080237,-1,CNS(=O)(=O)OC[C@H](COc1ccccc1OC)OS(=O)(=O)NC,C1,True,C1,True
080238,-1,O[C@H]1[C@@H](F)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1,C1,True,C1,True
080239,-1,COc1ccc([C@@H]2c3ccc(OC)cc3O[C@H](c3ccc(OC)c(OC)c3)[C@H]2OC(C)=O)c(OC)c1,C1,True,C1,True
080240,-1,CCCCCC[C@H](O)[C@H](O)CC,C1,True,C1,True
080241,-1,C/C=C/[C@@H](O)CNC,C1,True,C1,True
080242,-1,CCCCCCCC[C@@H]1CCC1=O,C1,True,C1,True
080243,-1,O[C@@H]1C=CCc2ccccc21,C1,True,C1,True
080244,-1,CC(=O)OC1=CC[C@@H](C(C)C)CC1,C1,True,C1,True
080245,-1,C=C[C@H]1OC(C)(C)O[C@@]1(C)C(=O)OC,C1,True,C1,True
080246,-1,C[C@@H]1CC2(CC(C)(C)C1=O)OCC(C)(C)CO2,C1,True,C1,True
080247,-1,C[C@H](c1cnc2c(ccc3cccnc32)c1)C(C)(C)C,C1,True,C1,True
080248,-1,CC1=CC(=O)[C@H]2C(C)(C)CC[C@@H]3OC(=O)[C@H]1[C@@]32C,C1,True,C1,True
080249,-1,CC1(C)O[C@@H](c2ccccn2)[C@H](c2ccccn2)O1,C1,True,C1,True
080250,-1,CC1(C)[C@@H]2C=C[C@@]3(CN([C@@H](CO)c4ccccc4)C(=O)[C@@H]13)O2,C1,True,C1,True
080256,-1,CCCCCCC[C@H](O)C(F)F,C1,True,C1,True
080257,-1,CC[C@H](C)P(=O)(O)O,C1,True,C1,True
080258,-1,CCCCCCC[C@@H]1CC[C@@H](CC)N1,C1,True,C1,True
080259,-1,CCCC1=CC[C@H]2C[C@@H]1C2(C)C,C1,True,C1,True
080260,-1,CCOC(=O)C[C@H](O)C#N,C1,True,C1,True
080261,-1,O[C@H]1[C@H]2CC=C[C@H]2C1(Cl)Cl,C1,True,C1,True
080262,-1,CC[C@@H](C)Sc1ccccc1,C1,True,C1,True
080263,-1,C[C@@H](Cc1ccccc1)P(=O)(O)O,C1,True,C1,True
080264,-1,COC(=O)C[C@]1(C)CCC(=O)O1,C1,True,C1,True
080265,-1,Cc1ccc([S@@](=O)C[C@@H](O)C(F)(F)Cl)cc1,C1,True,C1,True
080266,-1,C/C(C#C[C@@]1(O)[C@H](C)CC(=O)CC1(C)C)=C/CO,C1,True,C1,True
080267,-1,CCCCCCC[C@H](OC(C)=O)c1ccccc1,C1,True,C1,True
080268,-1,O=Cc1ccc2c(c1)CC[C@H](Cc1ccccc1)O2,C1,True,C1,True
080269,-1,CC(=C/C(=O)O)/C=C/[C@]1(O)[C@H](C)CC(=O)CC1(C)C,C1,True,C1,True
080270,-1,C=CC(C)(O)CC[C@@]1(C)[C@H](C)CC[C@@]2(C)C(C)=CCC[C@H]12,C1,True,C1,True
080271,-1,C[C@@H]1Cn2c(=O)[nH]c3cccc(c32)CN1,C1,True,C1,True
080272,-1,CCCN(CCC)[C@H]1CCc2ccc3c(c2C1)OCCC3,C1,True,C1,True
080273,-1,CCCN(CCC)[C@H]1CCc2ccc3c(c2C1)OCC=C3,C1,True,C1,True
080274,-1,CC(=O)OC/C=C(/C)C#C[C@@]1(O)[C@H](C)C[C@@H](O)CC1(C)C,C1,True,C1,True
080275,-1,COc1ccc2c(c1)[C@](C)(CCCCCBr)C(=O)CC2,C1,True,C1,True
080276,-1,COc1cc2c(cc1Cl)CCN(C)C[C@H]2c1ccccc1,C1,True,C1,True
080277,-1,C[C@H](NCCc1ccccc1)[C@H](O[Si](C)(C)C(C)(C)C)c1ccccc1,C1,True,C1,True
080278,-1,CC(=O)N[C@]1(C(=O)O[C@@H]2C[C@H](C)CC[C@H]2C(C)C)C[C@H]2C=C[C@@H]1C2,C1,True,C1,True
080279,-1,CC(=O)N[C@]1(C(=O)O[C@@H]2C[C@H](C)CC[C@H]2C(C)C)C[C@@H]2C=C[C@H]1C2,C1,True,C1,True
080280,-1,CC(=O)N[C@@]1(C(=O)O[C@@H]2C[C@H](C)CC[C@H]2C(C)C)C[C@H]2C=C[C@@H]1C2,C1,True,C1,True
080281,-1,CC(=O)N[C@@]1(C(=O)O[C@@H]2C[C@H](C)CC[C@H]2C(C)C)C[C@@H]2C=C[C@H]1C2,C1,True,C1,True
080285,-1,COc1cc2c(c(OC)c1OC)-c1cc3c(cc1[C@H](O)[C@H]1COC(=O)[C@H]1C2)OCO3,C1,True,C1,True
080286,-1,Cc1ccc(S(=O)(=O)O[C@H](c2ccccc2)[C@H](OS(=O)(=O)c2ccc(C)cc2)c2ccccc2)cc1,C1,True,C1,True
080287,-1,C[C@@]1(CO)CCC1=O,C1,True,C1,True
080288,-1,[2H][C@@H](CN)P(=O)(O)O,C1,True,C1,True
080289,-1,C=CC[C@@H]1CCCOC1=O,C1,True,C1,True
080290,-1,C[C@@]12C(=O)CC[C@]1(C)[C@H]1CC[C@@H]2C1,C1,True,C1,True
080291,-1,CC(C)(C)[C@@H](O)COCCOCCOC[C@H](O)C(C)(C)C,C1,True,C1,True
080292,-1,C[C@@H]1CC(=O)O[C@H]1COCc1ccccc1,C1,True,C1,True
080293,-1,C=C(C)[C@@H]1CC(=O)[C@@]2(C)CCC=C(C)[C@@H]2C1,C1,True,C1,True
080294,-1,CCC[C@@H]1CCCN1[C@@H](CO)c1ccccc1,C1,True,C1,True
080295,-1,CC(=O)O[C@@H]1C=C[C@H](OC2CCCCO2)C1,C1,True,C1,True
080296,-1,OC[C@@H](c1ccccc1)N1CCC[C@H]1c1ccccc1,C1,True,C1,True
080297,-1,C[Se]c1ccc(C(=O)O[C@@H]2C[C@H](C)CC[C@H]2C(C)C)cc1,C1,True,C1,True
080298,-1,CCCCCCC[C@@H]1CCCN1[C@@H](CO)c1ccccc1,C1,True,C1,True
080299,-1,CCCC[C@]12CCC(=O)N1[C@H](c1ccccc1)CO2,C1,True,C1,True
080300,-1,O=C1CC[C@]2(Cc3ccccc3)OC[C@@H](c3ccccc3)N12,C1,True,C1,True
080301,-1,CCN1CCC[C@H]1CNC(=O)c1cc(Br)cc(Br)c1OC,C1,True,C1,True
080302,-1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)c1ccc([Se](C)=O)cc1,C1,True,C1,True
080303,-1,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(O)c1OC,C1,True,C1,True
080304,-1,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Cl)c1OC,C1,True,C1,True
080305,-1,C[C@H]1C[C@@H](CO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)C(=O)C[C@@H]1O,C1,True,C1,True
080306,-1,CCN1CCC[C@H]1CNC(=O)c1c(OC)c(Br)cc([N+](=O)[O-])c1OC,C1,True,C1,True
080308,-1,C[C@@H]1O[C@@H](O[C@H]2[C@H](c3c(O)cc(O)c4c3O[C@H](c3ccc(O)c(O)c3)[C@@H](O)C4)c3c(O)cc(O)cc3O[C@@H]2c2ccc(O)c(O)c2)[C@H](O)[C@H](O)[C@H]1O,C1,True,C1,True
080309,-1,OCC[C@H](O)C(F)(F)F,C1,True,C1,True
080310,-1,CC[C@@H](O)/C=C/C#N,C1,True,C1,True
080311,-1,CO[P@H](=O)C(C)(C)C,C1,True,C1,True
080312,-1,CO[P@](O)(=S)C(C)(C)C,C1,True,C1,True
080313,-1,CC1(C)C=C[C@@]2(C)[C@H](O)C[C@@H]12,C1,True,C1,True
080314,-1,CC(=O)O[C@@H]1C=CC(=O)CC1,C1,True,C1,True
080315,-1,CC[C@@H](O)CNCc1ccccc1,C1,True,C1,True
080316,-1,CC(=O)OC(C)(C)[C@H]1C=CC(=O)CC1,C1,True,C1,True
080317,-1,CC(=O)O[C@@H]1CCN2C[C@@H](N)CC[C@H]12,C1,True,C1,True
080318,-1,Cc1ccc([S@@](=O)N[C@@H](C)c2ccccc2)cc1,C1,True,C1,True
080319,-1,COCO[C@@H]1CCCC[C@@]1(O)c1ccccc1,C1,True,C1,True
080320,-1,C[C@@H](C(=O)O)c1ccc(/C=C2\CCCCC2=O)cc1,C1,True,C1,True
080321,-1,CC(C)=C[C@@H]1c2cccc3[nH]cc(c23)C[C@H]1[N+](=O)[O-],C1,True,C1,True
080322,-1,C=CC[C@H](O)[C@H]1O[C@H]1CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,C1,True,C1,True
080323,-1,O=C1CCC(C(=O)N2CC(=O)N3CCc4ccccc4[C@@H]3C2)CC1,C1,True,C1,True
080325,-1,C=C[C@H]1CC=C[C@H]1CC=O,C1,True,C1,True
080326,-1,C=C[C@@H]1CCC[C@H]1C=O,C1,True,C1,True
080327,-1,COC(=O)[C@H](N)C(C)(C)O,C1,True,C1,True
080328,-1,CCOC(=O)[C@H](O)CC=C(C)C,C1,True,C1,True
080329,-1,CC1=CC(=O)[C@@](C)(C(C)C)CC1,C1,True,C1,True
080330,-1,CC(=O)[C@@H]1C[C@@H]2C[C@H]([C@H]1C)C2(C)C,C1,True,C1,True
080331,-1,CC(=O)CC[C@H]1[C@@H](C=O)C1(C)C,C1,True,C1,True
080332,-1,C=C1C(=O)[C@H]2CC[C@]1(C)C2(C)C,C1,True,C1,True
080333,-1,CCCCC/C=C\C[C@@H](O)C(=O)OCC,C1,True,C1,True
080334,-1,COC[C@@H]1CCCN1C(Cl)=C(C)C,C1,True,C1,True
080335,-1,CCCCCCCCCC[C@@H]1O[C@H]1C=O,C1,True,C1,True
080336,-1,CC(=O)OC[C@@H]1C=CCC(=O)O1,C1,True,C1,True
080337,-1,COC(=O)[C@@H](c1ccccc1)C(C)(C)C,C1,True,C1,True
080338,-1,CO[C@@H]1CC[C@@H](C)[C@@H]2CC(=O)CC[C@@]12C,C1,True,C1,True
080339,-1,C[C@H]1OC2(CCCCC2=O)O[C@@H]1C,C1,True,C1,True
080340,-1,CN(N)[C@@H](C(=O)O)c1ccccc1,C1,True,C1,True
080341,-1,CCOC(=O)CC[C@@H]1CCC(=O)O1,C1,True,C1,True
080342,-1,O=C(O)C[S@](=O)C1CCCCC1,C1,True,C1,True
080343,-1,C=CC[Si](C)(C)O[C@@H]1C[C@H](C)CC[C@H]1C(C)C,C1,True,C1,True
080344,-1,CC(C)c1ccc([C@@H]2CCCN2C)cn1,C1,True,C1,True
080345,-1,C[C@H](COCc1ccccc1)[C@@H]1O[C@@]1(C)CO,C1,True,C1,True
080346,-1,C=C(C)[C@@H]1CC=C(C)C(=O)[C@H]1C(=O)OC,C1,True,C1,True
080347,-1,COC[C@@H]1CCCN1C/C=C/c1ccccc1,C1,True,C1,True
080348,-1,Cc1ccc([S@](=O)[C@@H](C)C(=O)CF)cc1,C1,True,C1,True
080349,-1,CC(=O)[C@H]1C(=O)O[C@@H]2[C@@H]1[C@H](C)CC[C@H]2C(C)C,C1,True,C1,True
080350,-1,CCOC(=O)C[C@H](OC(C)OCC)C(=O)OCC,C1,True,C1,True
080351,-1,CC1(C)O[C@@H]2[C@H]3CCCCN3C(=O)[C@@H]2O1,C1,True,C1,True
080352,-1,CC[C@@]1(O)CCc2c(OC)ccc(OC)c2C1,C1,True,C1,True
080353,-1,CC(C)CCC[C@H]1C(=O)CC[C@@]2(C)C(=O)CC[C@H]12,C1,True,C1,True
080354,-1,CC(C)(C)[Si](C)(C)OC[C@H](CO)CCc1ccc(Br)cc1,C1,True,C1,True
080355,-1,COC(=O)CN1COC[C@H]1c1ccccc1,C1,True,C1,True
080356,-1,CC1(C)O[C@@H]2[C@@H](CO)C[C@@H](N=[N+]=[N-])[C@@H]2O1,C1,True,C1,True
080357,-1,Cc1ccc([S@](=O)CC2=NC(C)(C)CO2)cc1,C1,True,C1,True
080358,-1,O=C(O)C[S@](=O)c1ccc([N+](=O)[O-])cc1,C1,True,C1,True
080359,-1,COS(=O)(=O)C[C@@]12CC[C@@H](CC1=O)C2(C)C,C1,True,C1,True
080360,-1,C=C(CO)[C@@H]1C[C@@H](OCOC)[C@@]2(C)[C@@H]1[C@@H]1[C@H](C)CC[C@@H]12,C1,True,C1,True
080361,-1,CC(=O)[C@@H]1CCCN1S(=O)(=O)c1ccc(C)cc1,C1,True,C1,True
080362,-1,CCCCCCCCCCCCCCCC(=O)N[C@@H](C)c1ccccc1,C1,True,C1,True
080363,-1,CC(=O)OC[C@H](CCc1ccc(Br)cc1)CO[Si](C)(C)C(C)(C)C,C1,True,C1,True
080364,-1,CCC(=O)[C@@H]1CCCN1S(=O)(=O)c1ccc(C)cc1,C1,True,C1,True
080365,-1,C[C@@H]1CC/C=C/CC(=O)O[C@H](C)CC/C=C/CC(=O)O1,C1,True,C1,True
080366,-1,CCCCCCCCCC[C@@H]1OC1(c1ccccc1)c1ccccc1,C1,True,C1,True
080367,-1,COc1cccc2c1C[C@@H]1[C@@H]3CCC(=O)C[C@]23CCN1C,C1,True,C1,True
080368,-1,CC(C)(C)[Si](C)(C)OC[C@@H](CCc1ccc(Br)cc1)CN=[N+]=[N-],C1,True,C1,True
080369,-1,O=C1CC[C@H]2[C@H]3Cc4c(O)cccc4[C@@]2(CCN3)C1,C1,True,C1,True
080370,-1,COC1(OC)C=CC(=O)C2=C1CC[C@](O)(C(C)=O)C2,C1,True,C1,True
080371,-1,COc1ccc(OCc2ccccc2)c2c1C[C@@](O)([C@H](C)O)CC2,C1,True,C1,True
080372,-1,COC(=O)C1=C(C(=O)OCc2ccccc2)[C@H]2C=C[C@@H]1C2,C1,True,C1,True
080373,-1,CC[C@]12CCC[N+]3([O-])CCc4c(n(c5ccccc45)C(=O)C1)[C@H]23,C1,True,C1,True
080374,-1,O=CN1CC[C@]23CC(=O)CC[C@H]2[C@H]1CC1=C3C(=O)C=CC1=O,C1,True,C1,True
080375,-1,COC(=O)c1cccc2c1[C@H]1C=C[C@@H]2c2c(C(=O)OC)cccc21,C1,True,C1,True
080376,-1,CC(C)[C@H]1C(=O)N[C@H](CO)Cc2c[nH]c3c(CCN)ccc(c23)N1C,C1,True,C1,True
080377,-1,COc1ccc2c3c1O[C@@]1(C)[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,C1,True,C1,True
080378,-1,CC1(C)O[C@@H]2[C@H](O1)C(COCc1ccccc1)=C[C@H]2n1ccc(=O)[nH]c1=O,C1,True,C1,True
080380,-1,CC[C@]12CCC[N+]3([O-])CCc4c(n(c5ccccc45)[C@@](O)(C(=O)OC)C1)[C@H]23,C1,True,C1,True
